,10,11,12,13,14,15,16,17,18,19,20
5,14.177,10.692,8.203,6.493,5.352,4.619,4.178,3.959,3.921,4.047,4.341
6,14.201,10.713,8.221,6.507,5.365,4.629,4.188,3.968,3.930,4.057,4.351
7,14.251,10.758,8.258,6.539,5.391,4.652,4.208,3.988,3.949,4.076,4.372
8,14.344,10.841,8.329,6.597,5.440,4.694,4.247,4.024,3.985,4.113,4.411
